  500   50000
   77     119       2
   31     368       6
  194     487       6
  135     210      28
  470     173       4
  422     435       9
  205     165      40
  451      33      47
  416     230       3
  191     252      32
  110     385       4
   73     378       9
  140     312      37
  137     295      48
  246      91       1
   51     452      42
  379     243      39
  192     499      31
  239     215      40
  394      79      47
  138     360      13
  366      41      14
  119     382      10
  145       9      13
  376     209      33
  318     297      29
  173     363       4
  311     301      43
  400     166      11
  114     404      46
  300     386      23
   62      72      49
   51     333      16
  409     448      35
  421     280      24
  157     444      44
  207     329      42
  391     143      48
  353      58      27
   73     119      21
  278     270       5
  194     239      39
  388     207      36
   87     220       1
  227     354      31
  271     310      24
  338      96      24
